DATA_BASE;TIPO_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202309;2;AC;49906;BB;142;1421991,10
202309;2;AC;10045;BRADESCO;17;94097,52
202309;2;AC;49944;BTG PACTUAL;7;37788,79
202309;2;AC;51626;CAIXA ECONÔMICA FEDERAL;82;247430,66
202309;2;AC;51884;INTER;4;12306,86
202309;2;AC;10069;ITAU;150;333342,59
202309;2;AC;30379;SANTANDER;233;1027317,93
202309;2;AC;51011;VOTORANTIM;17;64294,81
202309;2;AL;49906;BB;367;1917690,10
202309;2;AL;13009717;BCO DO EST. DE SE S.A.;1;3362,67
202309;2;AL;10045;BRADESCO;105;502908,60
202309;2;AL;49944;BTG PACTUAL;21;132834,28
202309;2;AL;51626;CAIXA ECONÔMICA FEDERAL;311;692289,46
202309;2;AL;51884;INTER;35;134482,05
202309;2;AL;10069;ITAU;1376;2986071,06
202309;2;AL;30379;SANTANDER;1265;4884733,55
202309;2;AL;51011;VOTORANTIM;47;148416,15
202309;2;AM;49906;BB;313;2513299,89
202309;2;AM;10045;BRADESCO;371;2486251,90
202309;2;AM;49944;BTG PACTUAL;21;153686,00
202309;2;AM;51626;CAIXA ECONÔMICA FEDERAL;221;439234,49
202309;2;AM;51884;INTER;24;83380,16
202309;2;AM;10069;ITAU;1316;3173151,30
202309;2;AM;30379;SANTANDER;2044;8610103,55
202309;2;AM;51011;VOTORANTIM;64;614949,27
202309;2;AP;49906;BB;226;2122136,55
202309;2;AP;10045;BRADESCO;19;188133,01
202309;2;AP;49944;BTG PACTUAL;6;34749,99
202309;2;AP;51626;CAIXA ECONÔMICA FEDERAL;64;148091,84
202309;2;AP;51884;INTER;14;48998,53
202309;2;AP;10069;ITAU;205;490666,87
202309;2;AP;30379;SANTANDER;410;1470881,45
202309;2;AP;51011;VOTORANTIM;11;59548,56
202309;2;BA;49906;BB;1550;11432739,13
202309;2;BA;10045;BRADESCO;691;3734299,99
202309;2;BA;49944;BTG PACTUAL;76;357937,08
202309;2;BA;51626;CAIXA ECONÔMICA FEDERAL;1209;2083020,31
202309;2;BA;51884;INTER;130;567306,81
202309;2;BA;10069;ITAU;6860;15277301,44
202309;2;BA;30379;SANTANDER;8201;29567074,71
202309;2;BA;51011;VOTORANTIM;191;1266416,90
202309;2;CE;49906;BB;977;7044635,38
202309;2;CE;10045;BRADESCO;428;2992161,47
202309;2;CE;49944;BTG PACTUAL;41;175565,65
202309;2;CE;51626;CAIXA ECONÔMICA FEDERAL;710;1276660,21
202309;2;CE;51884;INTER;73;359363,32
202309;2;CE;10069;ITAU;4032;8986897,18
202309;2;CE;30379;SANTANDER;4270;17088285,62
202309;2;CE;51011;VOTORANTIM;157;786719,47
202309;2;DF;49906;BB;401;4267236,18
202309;2;DF;10045;BRADESCO;167;903343,02
202309;2;DF;49944;BTG PACTUAL;36;224265,34
202309;2;DF;51626;CAIXA ECONÔMICA FEDERAL;437;1031113,25
202309;2;DF;51884;INTER;57;353891,91
202309;2;DF;10069;ITAU;2245;6192572,39
202309;2;DF;30379;SANTANDER;2535;14413500,95
202309;2;DF;51011;VOTORANTIM;75;442155,81
202309;2;ES;49906;BB;288;1930176,07
202309;2;ES;10045;BRADESCO;154;1078596,58
202309;2;ES;49944;BTG PACTUAL;15;42593,50
202309;2;ES;51626;CAIXA ECONÔMICA FEDERAL;363;705163,35
202309;2;ES;51884;INTER;56;244519,71
202309;2;ES;10069;ITAU;1499;3532785,00
202309;2;ES;30379;SANTANDER;2048;8608354,09
202309;2;ES;51011;VOTORANTIM;94;562177,05
202309;2;GO;49906;BB;648;4540517,88
202309;2;GO;10045;BRADESCO;325;2090823,54
202309;2;GO;49944;BTG PACTUAL;41;232025,64
202309;2;GO;51626;CAIXA ECONÔMICA FEDERAL;1056;2082630,99
202309;2;GO;51884;INTER;72;333980,08
202309;2;GO;10069;ITAU;3934;9503446,62
202309;2;GO;30379;SANTANDER;3662;15348610,93
202309;2;GO;51011;VOTORANTIM;168;1125340,06
202309;2;MA;49906;BB;1096;7659867,64
202309;2;MA;10045;BRADESCO;242;1206266,01
202309;2;MA;49944;BTG PACTUAL;25;215612,95
202309;2;MA;51626;CAIXA ECONÔMICA FEDERAL;332;548841,04
202309;2;MA;51884;INTER;28;122828,61
202309;2;MA;10069;ITAU;1439;3117042,23
202309;2;MA;30379;SANTANDER;1943;7491677,51
202309;2;MA;51011;VOTORANTIM;78;688007,60
202309;2;MG;49906;BB;1792;15805274,98
202309;2;MG;10045;BRADESCO;788;4454043,81
202309;2;MG;49944;BTG PACTUAL;107;679022,67
202309;2;MG;51626;CAIXA ECONÔMICA FEDERAL;1918;3211194,36
202309;2;MG;51884;INTER;338;1391599,83
202309;2;MG;10069;ITAU;11041;25650652,49
202309;2;MG;30379;SANTANDER;11054;47268966,72
202309;2;MG;51011;VOTORANTIM;550;2955191,21
202309;2;MS;49906;BB;481;3626231,03
202309;2;MS;10045;BRADESCO;253;1922469,34
202309;2;MS;49944;BTG PACTUAL;16;105489,09
202309;2;MS;51626;CAIXA ECONÔMICA FEDERAL;302;531316,06
202309;2;MS;51884;INTER;21;145094,22
202309;2;MS;10069;ITAU;996;2473234,52
202309;2;MS;30379;SANTANDER;1798;8279573,98
202309;2;MS;51011;VOTORANTIM;150;1064035,44
202309;2;MT;49906;BB;532;4240997,34
202309;2;MT;10045;BRADESCO;198;1438372,77
202309;2;MT;49944;BTG PACTUAL;16;150234,67
202309;2;MT;51626;CAIXA ECONÔMICA FEDERAL;319;593255,94
202309;2;MT;51884;INTER;39;229059,22
202309;2;MT;10069;ITAU;1064;2638848,56
202309;2;MT;30379;SANTANDER;1521;8031761,66
202309;2;MT;51011;VOTORANTIM;117;841051,37
202309;2;PA;49906;BB;862;5855443,77
202309;2;PA;10045;BRADESCO;353;2274366,28
202309;2;PA;49944;BTG PACTUAL;38;331040,03
202309;2;PA;51626;CAIXA ECONÔMICA FEDERAL;541;886020,23
202309;2;PA;51884;INTER;53;165107,94
202309;2;PA;10069;ITAU;2245;4976055,77
202309;2;PA;30379;SANTANDER;2914;10885696,75
202309;2;PA;51011;VOTORANTIM;105;963398,34
202309;2;PB;49906;BB;498;3257173,64
202309;2;PB;10045;BRADESCO;188;939403,60
202309;2;PB;49944;BTG PACTUAL;28;64743,26
202309;2;PB;51626;CAIXA ECONÔMICA FEDERAL;313;578519,45
202309;2;PB;51884;INTER;32;103839,54
202309;2;PB;10069;ITAU;2105;5181822,90
202309;2;PB;30379;SANTANDER;1991;7815059,45
202309;2;PB;51011;VOTORANTIM;96;548855,69
202309;2;PE;49906;BB;786;4858100,53
202309;2;PE;10045;BRADESCO;482;3335191,10
202309;2;PE;49944;BTG PACTUAL;64;259596,45
202309;2;PE;51626;CAIXA ECONÔMICA FEDERAL;623;954212,62
202309;2;PE;51884;INTER;79;360937,79
202309;2;PE;10069;ITAU;5325;12166772,10
202309;2;PE;30379;SANTANDER;5629;23371669,60
202309;2;PE;51011;VOTORANTIM;133;744659,89
202309;2;PI;49906;BB;635;4167978,43
202309;2;PI;10045;BRADESCO;96;449874,97
202309;2;PI;49944;BTG PACTUAL;25;59721,69
202309;2;PI;51626;CAIXA ECONÔMICA FEDERAL;360;684633,24
202309;2;PI;51884;INTER;26;98649,74
202309;2;PI;10069;ITAU;1010;2006341,23
202309;2;PI;30379;SANTANDER;1085;4324919,15
202309;2;PI;51011;VOTORANTIM;55;330660,19
202309;2;PR;49906;BB;746;5334594,07
202309;2;PR;10045;BRADESCO;614;3726146,71
202309;2;PR;49944;BTG PACTUAL;79;662399,82
202309;2;PR;51626;CAIXA ECONÔMICA FEDERAL;1801;4001214,12
202309;2;PR;51884;INTER;105;480812,47
202309;2;PR;10069;ITAU;6859;18320072,06
202309;2;PR;30379;SANTANDER;6803;30129016,00
202309;2;PR;51011;VOTORANTIM;470;3108823,08
202309;2;RJ;49906;BB;1010;7941806,59
202309;2;RJ;13009717;BCO DO EST. DE SE S.A.;1;6162,61
202309;2;RJ;10045;BRADESCO;1401;9468116,98
202309;2;RJ;49944;BTG PACTUAL;148;894631,56
202309;2;RJ;51626;CAIXA ECONÔMICA FEDERAL;1447;2613347,45
202309;2;RJ;51884;INTER;157;829127,13
202309;2;RJ;10069;ITAU;18239;43079043,68
202309;2;RJ;30379;SANTANDER;19831;89819268,54
202309;2;RJ;51011;VOTORANTIM;524;3521298,28
202309;2;RN;49906;BB;604;4587963,17
202309;2;RN;10045;BRADESCO;112;592265,74
202309;2;RN;49944;BTG PACTUAL;14;60528,93
202309;2;RN;51626;CAIXA ECONÔMICA FEDERAL;288;633049,22
202309;2;RN;51884;INTER;45;168393,54
202309;2;RN;10069;ITAU;1737;3830439,72
202309;2;RN;30379;SANTANDER;1760;7256053,47
202309;2;RN;51011;VOTORANTIM;89;433831,16
202309;2;RO;49906;BB;253;3005176,21
202309;2;RO;10045;BRADESCO;54;307511,97
202309;2;RO;49944;BTG PACTUAL;9;25349,27
202309;2;RO;51626;CAIXA ECONÔMICA FEDERAL;194;364132,66
202309;2;RO;51884;INTER;16;83554,36
202309;2;RO;10069;ITAU;343;883718,91
202309;2;RO;30379;SANTANDER;556;2869724,33
202309;2;RO;51011;VOTORANTIM;43;365271,17
202309;2;RR;49906;BB;136;1144900,35
202309;2;RR;10045;BRADESCO;15;128990,25
202309;2;RR;49944;BTG PACTUAL;4;13661,74
202309;2;RR;51626;CAIXA ECONÔMICA FEDERAL;56;147379,20
202309;2;RR;51884;INTER;5;44723,51
202309;2;RR;10069;ITAU;223;444082,93
202309;2;RR;30379;SANTANDER;310;824365,14
202309;2;RR;51011;VOTORANTIM;12;102659,76
202309;2;RS;49906;BB;693;4566730,66
202309;2;RS;10045;BRADESCO;283;1730630,20
202309;2;RS;49944;BTG PACTUAL;76;488761,39
202309;2;RS;51626;CAIXA ECONÔMICA FEDERAL;1745;3869757,14
202309;2;RS;51884;INTER;73;352470,58
202309;2;RS;10069;ITAU;4504;10074356,90
202309;2;RS;30379;SANTANDER;6277;25251354,44
202309;2;RS;51011;VOTORANTIM;313;1914804,19
202309;2;SC;49906;BB;687;5309946,20
202309;2;SC;10045;BRADESCO;287;2200841,89
202309;2;SC;49944;BTG PACTUAL;52;528870,38
202309;2;SC;51626;CAIXA ECONÔMICA FEDERAL;1106;2600417,49
202309;2;SC;51884;INTER;50;191045,00
202309;2;SC;10069;ITAU;3158;7955880,39
202309;2;SC;30379;SANTANDER;3407;15371375,58
202309;2;SC;51011;VOTORANTIM;351;2633172,78
202309;2;SE;49906;BB;237;1392426,84
202309;2;SE;13009717;BCO DO EST. DE SE S.A.;104;578089,76
202309;2;SE;10045;BRADESCO;56;219046,04
202309;2;SE;49944;BTG PACTUAL;9;34133,79
202309;2;SE;51626;CAIXA ECONÔMICA FEDERAL;221;318685,74
202309;2;SE;51884;INTER;11;80264,52
202309;2;SE;10069;ITAU;886;1926954,90
202309;2;SE;30379;SANTANDER;903;3372082,61
202309;2;SE;51011;VOTORANTIM;41;137712,82
202309;2;SP;49906;BB;3413;24886298,07
202309;2;SP;13009717;BCO DO EST. DE SE S.A.;2;10144,96
202309;2;SP;10045;BRADESCO;4198;25495628,81
202309;2;SP;49944;BTG PACTUAL;485;3277894,91
202309;2;SP;51626;CAIXA ECONÔMICA FEDERAL;4426;8265848,93
202309;2;SP;51884;INTER;581;2920379,80
202309;2;SP;10069;ITAU;41605;107162563,76
202309;2;SP;30379;SANTANDER;46465;214576047,05
202309;2;SP;51011;VOTORANTIM;2151;12386750,09
202309;2;TO;49906;BB;264;2196812,87
202309;2;TO;10045;BRADESCO;79;682745,36
202309;2;TO;49944;BTG PACTUAL;6;36191,19
202309;2;TO;51626;CAIXA ECONÔMICA FEDERAL;140;283794,04
202309;2;TO;51884;INTER;14;74673,71
202309;2;TO;10069;ITAU;268;485779,23
202309;2;TO;30379;SANTANDER;394;1477933,15
202309;2;TO;51011;VOTORANTIM;32;177943,72
202310;1;AC;51750;BANCO SICOOB;1;434,02
202310;1;AC;49906;BB;58;34550,72
202310;1;AC;30290;BMG;39;30441,56
202310;1;AC;10045;BRADESCO;24;12782,17
202310;1;AC;49944;BTG PACTUAL;69;53683,91
202310;1;AC;52072;C6 BANK;7;3372,69
202310;1;AC;51626;CAIXA ECONÔMICA FEDERAL;57;41330,88
202310;1;AC;51884;INTER;177;129014,56
202310;1;AC;10069;ITAU;21;16203,59
202310;1;AC;52058;NUBANK;377;235713,83
202310;1;AC;30379;SANTANDER;41;26987,75
202310;1;AC;3632872;SICOOB CREDISUL;2;3118,90
202310;1;AC;51011;VOTORANTIM;3;2978,62
202310;1;AL;51750;BANCO SICOOB;2;2103,80
202310;1;AL;49906;BB;116;65633,94
202310;1;AL;30290;BMG;168;140349,47
202310;1;AL;10045;BRADESCO;124;90833,95
202310;1;AL;49944;BTG PACTUAL;309;228539,52
202310;1;AL;52072;C6 BANK;36;18184,08
202310;1;AL;51626;CAIXA ECONÔMICA FEDERAL;190;110549,28
202310;1;AL;51884;INTER;733;543086,57
202310;1;AL;10069;ITAU;159;111735,79
202310;1;AL;52058;NUBANK;973;607493,19
202310;1;AL;30379;SANTANDER;117;82710,71
202310;1;AL;51011;VOTORANTIM;11;11360,30
202310;1;AM;51750;BANCO SICOOB;1;410,28
202310;1;AM;49906;BB;75;39346,04
202310;1;AM;30290;BMG;202;202161,55
202310;1;AM;10045;BRADESCO;422;310119,01
202310;1;AM;49944;BTG PACTUAL;442;345984,53
202310;1;AM;52072;C6 BANK;49;41053,90
202310;1;AM;51626;CAIXA ECONÔMICA FEDERAL;215;160873,71
202310;1;AM;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;1229,59
202310;1;AM;51884;INTER;958;770133,75
202310;1;AM;10069;ITAU;276;210351,97
202310;1;AM;52058;NUBANK;1676;1144596,69
202310;1;AM;30379;SANTANDER;254;171281,63
202310;1;AM;5203605;SICOOB AMAZÔNIA;1;242,13
202310;1;AM;51011;VOTORANTIM;12;6225,29
202310;1;AP;49906;BB;39;19722,71
202310;1;AP;30290;BMG;30;26027,28
202310;1;AP;10045;BRADESCO;26;20287,37
202310;1;AP;49944;BTG PACTUAL;62;49675,97
202310;1;AP;52072;C6 BANK;14;7507,43
202310;1;AP;51626;CAIXA ECONÔMICA FEDERAL;22;12831,85
202310;1;AP;51884;INTER;126;86836,59
202310;1;AP;10069;ITAU;30;18269,23
202310;1;AP;52058;NUBANK;256;144301,70
202310;1;AP;30379;SANTANDER;29;15686,30
202310;1;AP;51011;VOTORANTIM;1;1058,74
202310;1;BA;51750;BANCO SICOOB;5;2924,84
202310;1;BA;49906;BB;524;290922,43
202310;1;BA;30290;BMG;697;559278,85
202310;1;BA;10045;BRADESCO;944;612694,52
202310;1;BA;49944;BTG PACTUAL;1415;1082863,01
202310;1;BA;52072;C6 BANK;202;119099,10
202310;1;BA;51626;CAIXA ECONÔMICA FEDERAL;671;457093,83
202310;1;BA;4174720;CC SICOOB COOPEMAR;2;465,87
202310;1;BA;4321309;CC SICOOB CRED EXECUTIVO;1;496,42
202310;1;BA;2282165;CC SICOOB CREDICONQUISTA;1;973,13
202310;1;BA;2876918;CC SICOOB NORTE SUL;2;1241,14
202310;1;BA;51884;INTER;2894;2108543,74
202310;1;BA;10069;ITAU;729;554017,56
202310;1;BA;52058;NUBANK;4331;2705488,23
202310;1;BA;30379;SANTANDER;697;495030,75
202310;1;BA;73398646;SOC CC SICOOB COOPERE;4;3408,89
202310;1;BA;51011;VOTORANTIM;49;44426,28
202310;1;CE;51750;BANCO SICOOB;1;346,99
202310;1;CE;49906;BB;443;274058,27
202310;1;CE;30290;BMG;650;553269,95
202310;1;CE;10045;BRADESCO;945;677108,71
202310;1;CE;49944;BTG PACTUAL;1272;1009700,24
202310;1;CE;52072;C6 BANK;155;94358,42
202310;1;CE;51626;CAIXA ECONÔMICA FEDERAL;636;435174,15
202310;1;CE;51884;INTER;2873;2151769,97
202310;1;CE;10069;ITAU;542;413543,05
202310;1;CE;52058;NUBANK;4304;2834000,47
202310;1;CE;30379;SANTANDER;652;493223,86
202310;1;CE;51011;VOTORANTIM;50;42538,11
202310;1;DF;51750;BANCO SICOOB;8;3853,67
202310;1;DF;49906;BB;191;107078,87
202310;1;DF;30290;BMG;280;232766,54
202310;1;DF;10045;BRADESCO;153;100149,28
202310;1;DF;49944;BTG PACTUAL;476;366829,10
202310;1;DF;52072;C6 BANK;94;61410,96
202310;1;DF;51626;CAIXA ECONÔMICA FEDERAL;174;114207,95
202310;1;DF;694877;COOP SICOOB EXECUTIVO LTDA.;1;193,48
202310;1;DF;51884;INTER;1223;913536,07
202310;1;DF;10069;ITAU;259;198889,31
202310;1;DF;52058;NUBANK;1674;1077538,04
202310;1;DF;30379;SANTANDER;257;187957,27
202310;1;DF;51011;VOTORANTIM;7;8724,71
202310;1;ES;51750;BANCO SICOOB;25;24421,71
202310;1;ES;49906;BB;89;58122,59
202310;1;ES;30290;BMG;200;170971,26
202310;1;ES;10045;BRADESCO;138;94434,53
202310;1;ES;49944;BTG PACTUAL;358;278089,36
202310;1;ES;52072;C6 BANK;38;21979,84
202310;1;ES;51626;CAIXA ECONÔMICA FEDERAL;213;136284,71
202310;1;ES;51884;INTER;894;642341,55
202310;1;ES;10069;ITAU;217;157308,49
202310;1;ES;52058;NUBANK;1175;734979,78
202310;1;ES;30379;SANTANDER;237;188117,42
202310;1;ES;51011;VOTORANTIM;13;12074,08
202310;1;GO;51750;BANCO SICOOB;10;8290,70
202310;1;GO;49906;BB;136;78747,96
202310;1;GO;30290;BMG;329;270986,77
202310;1;GO;10045;BRADESCO;245;159689,09
202310;1;GO;49944;BTG PACTUAL;684;553359,89
202310;1;GO;52072;C6 BANK;91;60956,18
202310;1;GO;51626;CAIXA ECONÔMICA FEDERAL;313;181518,48
202310;1;GO;33579731;CCLA CENTRO-SUL GOIANO;2;1542,89
202310;1;GO;2282709;COOP CENTRO NORTE BRASILEIRO;1;610,26
202310;1;GO;51884;INTER;1366;1042296,83
202310;1;GO;10069;ITAU;427;304489,62
202310;1;GO;52058;NUBANK;2008;1232685,47
202310;1;GO;30379;SANTANDER;282;187225,74
202310;1;GO;51011;VOTORANTIM;18;14841,58
202310;1;MA;51750;BANCO SICOOB;2;967,11
202310;1;MA;49906;BB;283;139591,62
202310;1;MA;30290;BMG;219;178619,70
202310;1;MA;10045;BRADESCO;256;157003,10
202310;1;MA;49944;BTG PACTUAL;355;261611,77
202310;1;MA;52072;C6 BANK;55;32771,98
202310;1;MA;51626;CAIXA ECONÔMICA FEDERAL;213;145284,58
202310;1;MA;51884;INTER;877;626118,69
202310;1;MA;10069;ITAU;164;107127,67
202310;1;MA;52058;NUBANK;1634;987412,07
202310;1;MA;30379;SANTANDER;185;127086,44
202310;1;MA;51011;VOTORANTIM;10;8702,13
202310;1;MG;51750;BANCO SICOOB;55;48582,41
202310;1;MG;49906;BB;473;264793,09
202310;1;MG;30290;BMG;1566;1316203,72
202310;1;MG;10045;BRADESCO;856;589113,19
202310;1;MG;49944;BTG PACTUAL;1753;1390912,50
202310;1;MG;52072;C6 BANK;284;203504,85
202310;1;MG;51626;CAIXA ECONÔMICA FEDERAL;1049;682413,99
202310;1;MG;66398496;CC CREDIARA LTDA.;1;655,76
202310;1;MG;14046512;CCLA MARGEM ESQUERDA DO URUCUI;1;235,04
202310;1;MG;1736516;CCLA REG. CTR. E OESTE MINEIRO;3;3120,36
202310;1;MG;1703620;CCLA UNIÃO CENTRO OESTE MINAS;2;3108,08
202310;1;MG;51884;INTER;6192;4560220,26
202310;1;MG;10069;ITAU;1398;983686,50
202310;1;MG;52058;NUBANK;5360;3524396,97
202310;1;MG;30379;SANTANDER;966;661126,87
202310;1;MG;51011;VOTORANTIM;55;38445,07
202310;1;MS;51750;BANCO SICOOB;10;6140,77
202310;1;MS;49906;BB;160;100513,90
202310;1;MS;30290;BMG;262;232198,22
202310;1;MS;10045;BRADESCO;352;263788,55
202310;1;MS;49944;BTG PACTUAL;494;409907,57
202310;1;MS;52072;C6 BANK;73;53060,60
202310;1;MS;51626;CAIXA ECONÔMICA FEDERAL;277;198718,31
202310;1;MS;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;920,68
202310;1;MS;51884;INTER;855;648946,56
202310;1;MS;10069;ITAU;171;122551,67
202310;1;MS;52058;NUBANK;1654;1138006,96
202310;1;MS;30379;SANTANDER;245;180292,06
202310;1;MS;51011;VOTORANTIM;21;18831,57
202310;1;MT;51750;BANCO SICOOB;8;10952,23
202310;1;MT;49906;BB;143;97874,76
202310;1;MT;30290;BMG;180;143729,77
202310;1;MT;10045;BRADESCO;169;141274,61
202310;1;MT;49944;BTG PACTUAL;373;328601,64
202310;1;MT;52072;C6 BANK;59;47976,71
202310;1;MT;51626;CAIXA ECONÔMICA FEDERAL;110;96357,02
202310;1;MT;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;2692,01
202310;1;MT;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;2042,25
202310;1;MT;51884;INTER;630;535672,05
202310;1;MT;10069;ITAU;140;108312,82
202310;1;MT;52058;NUBANK;1110;801415,26
202310;1;MT;30379;SANTANDER;127;98112,16
202310;1;MT;3632872;SICOOB CREDISUL;1;760,85
202310;1;MT;51011;VOTORANTIM;28;25947,39
202310;1;PA;51750;BANCO SICOOB;2;4210,09
202310;1;PA;49906;BB;219;110186,78
202310;1;PA;30290;BMG;287;219821,60
202310;1;PA;10045;BRADESCO;317;211316,66
202310;1;PA;49944;BTG PACTUAL;603;435010,74
202310;1;PA;52072;C6 BANK;77;48465,17
202310;1;PA;51626;CAIXA ECONÔMICA FEDERAL;276;154277,68
202310;1;PA;51884;INTER;1445;1009051,54
202310;1;PA;10069;ITAU;307;220038,56
202310;1;PA;52058;NUBANK;2381;1403359,43
202310;1;PA;30379;SANTANDER;321;197372,99
202310;1;PA;51011;VOTORANTIM;28;19796,07
202310;1;PB;49906;BB;173;99973,26
202310;1;PB;30290;BMG;268;226192,61
202310;1;PB;10045;BRADESCO;322;223219,35
202310;1;PB;49944;BTG PACTUAL;470;366173,87
202310;1;PB;52072;C6 BANK;41;31662,77
202310;1;PB;51626;CAIXA ECONÔMICA FEDERAL;250;160709,07
202310;1;PB;51884;INTER;963;756374,42
202310;1;PB;10069;ITAU;169;121511,96
202310;1;PB;52058;NUBANK;1437;931919,45
202310;1;PB;30379;SANTANDER;182;134407,98
202310;1;PB;51011;VOTORANTIM;15;9506,94
202310;1;PE;51750;BANCO SICOOB;4;4430,54
202310;1;PE;49906;BB;331;200968,54
202310;1;PE;30290;BMG;556;448296,18
202310;1;PE;10045;BRADESCO;648;441586,31
202310;1;PE;49944;BTG PACTUAL;922;683800,15
202310;1;PE;52072;C6 BANK;125;83031,75
202310;1;PE;51626;CAIXA ECONÔMICA FEDERAL;563;374934,85
202310;1;PE;4174720;CC SICOOB COOPEMAR;1;2256,10
202310;1;PE;51884;INTER;2110;1502586,54
202310;1;PE;10069;ITAU;607;431544,71
202310;1;PE;52058;NUBANK;3080;2018172,83
202310;1;PE;30379;SANTANDER;579;388026,23
202310;1;PE;51011;VOTORANTIM;27;23210,51
202310;1;PI;51750;BANCO SICOOB;2;685,98
202310;1;PI;49906;BB;248;160212,82
202310;1;PI;30290;BMG;186;152132,96
202310;1;PI;10045;BRADESCO;168;137470,50
202310;1;PI;49944;BTG PACTUAL;340;271359,03
202310;1;PI;52072;C6 BANK;50;37737,86
202310;1;PI;51626;CAIXA ECONÔMICA FEDERAL;208;178929,38
202310;1;PI;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;1039,09
202310;1;PI;51884;INTER;749;624466,63
202310;1;PI;10069;ITAU;115;76697,49
202310;1;PI;52058;NUBANK;1361;1020551,78
202310;1;PI;30379;SANTANDER;123;99668,56
202310;1;PI;51011;VOTORANTIM;13;7669,71
202310;1;PR;51750;BANCO SICOOB;25;15174,91
202310;1;PR;49906;BB;201;122931,31
202310;1;PR;30290;BMG;507;415341,49
202310;1;PR;10045;BRADESCO;488;310244,20
202310;1;PR;49944;BTG PACTUAL;1050;821713,83
202310;1;PR;52072;C6 BANK;224;138097,33
202310;1;PR;51626;CAIXA ECONÔMICA FEDERAL;452;295887,31
202310;1;PR;2466552;CC SICOOB VALE SUL;5;5849,06
202310;1;PR;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;678,62
202310;1;PR;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;514,63
202310;1;PR;7026923;CCLA SICOOB ARENITO PARANÁ / SÃO PAULO;1;880,99
202310;1;PR;78862083;COOP NOVOS CAMPOS;1;1011,52
202310;1;PR;51884;INTER;1868;1425186,72
202310;1;PR;10069;ITAU;750;519996,28
202310;1;PR;52058;NUBANK;3099;2007224,77
202310;1;PR;30379;SANTANDER;471;308228,11
202310;1;PR;3632872;SICOOB CREDISUL;1;384,35
202310;1;PR;51011;VOTORANTIM;23;20431,05
202310;1;RJ;51750;BANCO SICOOB;16;12502,81
202310;1;RJ;49906;BB;475;257401,20
202310;1;RJ;30290;BMG;1299;1004965,94
202310;1;RJ;10045;BRADESCO;1730;1133777,80
202310;1;RJ;49944;BTG PACTUAL;2591;1938021,83
202310;1;RJ;52072;C6 BANK;588;382370,69
202310;1;RJ;51626;CAIXA ECONÔMICA FEDERAL;1259;798375,44
202310;1;RJ;51884;INTER;5436;3906955,64
202310;1;RJ;10069;ITAU;3234;2110533,66
202310;1;RJ;52058;NUBANK;9277;5595173,15
202310;1;RJ;30379;SANTANDER;2198;1432639,49
202310;1;RJ;51011;VOTORANTIM;78;59702,48
202310;1;RN;51750;BANCO SICOOB;1;532,19
202310;1;RN;49906;BB;207;119963,64
202310;1;RN;30290;BMG;209;178265,17
202310;1;RN;10045;BRADESCO;197;137654,68
202310;1;RN;49944;BTG PACTUAL;399;283769,10
202310;1;RN;52072;C6 BANK;57;37001,92
202310;1;RN;51626;CAIXA ECONÔMICA FEDERAL;180;125687,64
202310;1;RN;51884;INTER;838;628088,28
202310;1;RN;10069;ITAU;147;105843,43
202310;1;RN;52058;NUBANK;1216;809638,26
202310;1;RN;30379;SANTANDER;152;107229,16
202310;1;RN;51011;VOTORANTIM;16;13220,52
202310;1;RO;51750;BANCO SICOOB;5;5749,39
202310;1;RO;49906;BB;100;61486,52
202310;1;RO;30290;BMG;101;87574,18
202310;1;RO;10045;BRADESCO;114;89919,70
202310;1;RO;49944;BTG PACTUAL;219;200226,54
202310;1;RO;8044854;C.C. DO CENTRO DO ESTADO DE RONDÔNIA;9;8377,64
202310;1;RO;52072;C6 BANK;28;14157,15
202310;1;RO;51626;CAIXA ECONÔMICA FEDERAL;97;67721,58
202310;1;RO;4751713;CC INV DE RONDÔNIA - SICOOB CREDJURD;1;278,39
202310;1;RO;2015588;CCLA DO CENTRO SUL RONDONIENSE;38;49864,69
202310;1;RO;51884;INTER;408;354913,52
202310;1;RO;10069;ITAU;81;60180,46
202310;1;RO;52058;NUBANK;950;685202,20
202310;1;RO;30379;SANTANDER;105;83853,42
202310;1;RO;5203605;SICOOB AMAZÔNIA;1;603,07
202310;1;RO;3632872;SICOOB CREDISUL;10;9202,29
202310;1;RO;51011;VOTORANTIM;11;9937,55
202310;1;RR;49906;BB;28;13046,63
202310;1;RR;30290;BMG;24;17319,21
202310;1;RR;10045;BRADESCO;8;5322,03
202310;1;RR;49944;BTG PACTUAL;42;28624,21
202310;1;RR;52072;C6 BANK;7;6225,41
202310;1;RR;51626;CAIXA ECONÔMICA FEDERAL;25;17001,73
202310;1;RR;51884;INTER;102;75465,39
